datetime,demand_kwh,temperature,hour,day_of_week,month,day_of_year,is_weekend,is_peak,hour_sin,hour_cos,month_sin,month_cos,dow_sin,dow_cos,lag_1h,lag_24h,lag_168h,rolling_mean_24h
2023-01-10 04:00:00,155.76010502883483,15.36724608749244,4,1,1,10,0,0,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,176.69053628592883,200.51444341924258,208.87896320593794,217.43764363007574
2023-01-10 05:00:00,264.791313379863,-5.5423727088338435,5,1,1,10,0,0,0.9659258262890683,0.25881904510252074,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,155.76010502883483,197.1860559750113,197.22748185845418,220.2545293552779
2023-01-10 06:00:00,204.03959538659686,7.225254205997464,6,1,1,10,0,1,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,264.791313379863,230.44278247942262,200.78143514287697,219.1543965597435
2023-01-10 07:00:00,288.530000465251,-4.269626101823361,7,1,1,10,0,1,0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,204.03959538659686,265.70795951230724,218.5677116660102,220.10531493278282
2023-01-10 08:00:00,264.048598960499,1.4342939251777298,8,1,1,10,0,1,0.8660254037844387,-0.4999999999999998,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,288.530000465251,250.347886023842,274.04502485524756,220.67617797181023
2023-01-10 09:00:00,252.83938019420393,9.238706238961727,9,1,1,10,0,1,0.7071067811865476,-0.7071067811865475,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,264.048598960499,248.16607530554364,273.1841937726682,220.8708990088377
2023-01-10 10:00:00,257.0942325089968,4.115353349602211,10,1,1,10,0,0,0.49999999999999994,-0.8660254037844387,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,252.83938019420393,241.1607271415193,263.2933648828922,221.53479506581593
2023-01-10 11:00:00,281.9632680149493,-1.5947706355216331,11,1,1,10,0,0,0.258819045102521,-0.9659258262890682,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,257.0942325089968,232.7159035081362,240.6916671899603,223.58676858693318
2023-01-10 12:00:00,285.31107363317466,0.21743470782505625,12,1,1,10,0,0,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,281.9632680149493,293.48029438464295,269.21538681995145,223.2463843889553
2023-01-10 13:00:00,219.72167624686904,7.191941998798276,13,1,1,10,0,0,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,285.31107363317466,249.34074217091785,260.47423450914596,222.01225664211995
2023-01-10 14:00:00,265.11347198293316,0.14212009553921412,14,1,1,10,0,0,-0.4999999999999997,-0.8660254037844388,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,219.72167624686904,214.5191577321746,262.39803430582765,224.12035306923488
2023-01-10 15:00:00,226.90345358251162,4.876246202034771,15,1,1,10,0,0,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,265.11347198293316,213.7021868881664,248.05615052324828,224.67040584816593
2023-01-10 16:00:00,217.17700795162398,4.021812453643967,16,1,1,10,0,0,-0.8660254037844385,-0.5000000000000004,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,226.90345358251162,212.5081577051541,209.63018091476465,224.86494127510218
2023-01-10 17:00:00,218.1049544135659,0.5359515160958117,17,1,1,10,0,1,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,217.17700795162398,203.67063956253233,174.32651935566273,225.4663710605619
2023-01-10 18:00:00,190.95989231842256,14.513673700751525,18,1,1,10,0,1,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,218.1049544135659,204.18539602244718,214.41388592248214,224.91530840622752
2023-01-10 19:00:00,209.58706271482475,6.963548365714953,19,1,1,10,0,1,-0.9659258262890684,0.2588190451025203,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,190.95989231842256,211.00901071945026,203.93334553719114,224.8560605727015
2023-01-10 20:00:00,286.8045591656891,-6.331759679163138,20,1,1,10,0,1,-0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,209.58706271482475,194.24813118019412,221.87134081773038,228.71257840543046
2023-01-10 21:00:00,232.19321954808544,4.726224827972035,21,1,1,10,0,1,-0.7071067811865477,0.7071067811865474,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,286.8045591656891,218.15638485563719,225.8920448848584,229.29744651761578
2023-01-10 22:00:00,223.2178448804443,0.48502093028295734,22,1,1,10,0,0,-0.5000000000000004,0.8660254037844384,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,232.19321954808544,229.7640538035801,201.90444770494443,229.02468781248513
2023-01-10 23:00:00,189.9065185718206,8.056119928106018,23,1,1,10,0,0,-0.25881904510252157,0.9659258262890681,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,223.2178448804443,175.28131436110615,165.1853182684076,229.63407132126488
2023-01-11 00:00:00,219.46362417403972,-0.09310389511386319,0,2,1,11,0,0,0.0,1.0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,189.9065185718206,214.57433182647395,189.28595498641522,229.8377918357468
2023-01-11 01:00:00,196.62134742519362,3.2958175897151447,1,2,1,11,0,0,0.25881904510252074,0.9659258262890683,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,219.46362417403972,188.6136411150227,160.77087395224854,230.17144626533727
2023-01-11 02:00:00,171.05753111071076,6.394436191951925,2,2,1,11,0,0,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,196.62134742519362,197.27197353377207,252.5144792859766,229.07917783104304
2023-01-11 03:00:00,139.71452395362155,8.198275767900247,3,2,1,11,0,0,0.7071067811865476,0.7071067811865476,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,171.05753111071076,176.69053628592883,161.3050793939683,227.53851065053024
2023-01-11 04:00:00,218.12926192851674,-2.1319822382292415,4,2,1,11,0,0,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,139.71452395362155,155.76010502883483,183.30076318469008,230.1372255213503
2023-01-11 05:00:00,201.03746794686768,2.196993617844898,5,2,1,11,0,0,0.9659258262890683,0.25881904510252074,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,218.12926192851674,264.791313379863,199.47118294385209,227.4808152949755
2023-01-11 06:00:00,231.84415920293188,1.494773241244859,6,2,1,11,0,1,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,201.03746794686768,204.03959538659686,235.16489721191434,228.6393387873228
2023-01-11 07:00:00,265.89442868184614,0.6028536341810806,7,2,1,11,0,1,0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,231.84415920293188,288.530000465251,296.63200045842956,227.69618996301426
2023-01-11 08:00:00,226.71609957277536,12.696770998455124,8,2,1,11,0,1,0.8660254037844387,-0.4999999999999998,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,265.89442868184614,264.048598960499,254.00268146837752,226.14066915519243
2023-01-11 09:00:00,264.56615347863556,5.894408351854418,9,2,1,11,0,1,0.7071067811865476,-0.7071067811865475,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,226.71609957277536,252.83938019420393,262.7384513615341,226.62928470871043
2023-01-11 10:00:00,300.2374924078222,-2.4349199746255863,10,2,1,11,0,0,0.49999999999999994,-0.8660254037844387,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,264.56615347863556,257.0942325089968,232.91170496166674,228.42692053782818
2023-01-11 11:00:00,225.04455086870232,8.45880953232352,11,2,1,11,0,0,0.258819045102521,-0.9659258262890682,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,300.2374924078222,281.9632680149493,272.3205024343722,226.05530732340117
2023-01-11 12:00:00,196.13561307260957,14.480280782112805,12,2,1,11,0,0,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,225.04455086870232,285.31107363317466,277.8215225927081,222.33966313337763
2023-01-11 13:00:00,216.65081504477797,9.031826099805375,13,2,1,11,0,0,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,196.13561307260957,219.72167624686904,247.36378561664057,222.2117105832905
2023-01-11 14:00:00,266.5018226762718,-3.7273500327204268,14,2,1,11,0,0,-0.4999999999999997,-0.8660254037844388,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,216.65081504477797,265.11347198293316,205.59470313767386,222.26955852884626
2023-01-11 15:00:00,225.5461820165226,1.448329432718383,15,2,1,11,0,0,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,266.5018226762718,226.90345358251162,217.46610357358216,222.21300554693008
2023-01-11 16:00:00,172.01730256613436,10.204055542982754,16,2,1,11,0,0,-0.8660254037844385,-0.5000000000000004,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,225.5461820165226,217.17700795162398,229.18605232711747,220.331351155868
2023-01-11 17:00:00,230.10546001190679,0.3311524689557359,17,2,1,11,0,1,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,172.01730256613436,218.1049544135659,214.8808048653994,220.83137222246555
2023-01-11 18:00:00,208.95618360078524,6.088596937780782,18,2,1,11,0,1,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,230.10546001190679,190.95989231842256,239.520793540564,221.581217692564
2023-01-11 19:00:00,211.52493970134356,7.742670064196323,19,2,1,11,0,1,-0.9659258262890684,0.2588190451025203,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,208.95618360078524,209.58706271482475,193.73338979501312,221.6619625670023
2023-01-11 20:00:00,249.3766648339094,-0.7651525608407752,20,2,1,11,0,1,-0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,211.52493970134356,286.8045591656891,226.47764969706458,220.1024669698448
2023-01-11 21:00:00,238.3521870907646,3.5718730167406396,21,2,1,11,0,1,-0.7071067811865477,0.7071067811865474,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,249.3766648339094,232.19321954808544,210.21801579206758,220.35909061745645
2023-01-11 22:00:00,284.01197305651726,-12.336836903295724,22,2,1,11,0,0,-0.5000000000000004,0.8660254037844384,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,238.3521870907646,223.2178448804443,222.89483561299215,222.89217929145948
2023-01-11 23:00:00,237.43908931834827,-1.252438409621809,23,2,1,11,0,0,-0.25881904510252157,0.9659258262890681,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,284.01197305651726,189.9065185718206,234.2355202508515,224.8727030725648
2023-01-12 00:00:00,198.59497719289402,2.6855037904345833,0,3,1,12,0,0,0.0,1.0,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,237.43908931834827,219.46362417403972,187.75951912142995,224.00317611501703
2023-01-12 01:00:00,220.9712819784128,-2.2905713624238624,1,3,1,12,0,0,0.25881904510252074,0.9659258262890683,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,198.59497719289402,196.62134742519362,178.90574116446527,225.01775672140116
2023-01-12 02:00:00,143.8830898919023,12.110401067058561,2,3,1,12,0,0,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,220.9712819784128,171.05753111071076,163.6226459659491,223.88548833728416
2023-01-12 03:00:00,227.06492072910305,-3.202362342402778,3,3,1,12,0,0,0.7071067811865476,0.7071067811865476,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,143.8830898919023,139.71452395362155,169.58655764134173,227.52508820292925
2023-01-12 04:00:00,203.440637651966,1.7481221139154663,4,3,1,12,0,0,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,227.06492072910305,218.12926192851674,229.1070139164061,226.91306219140628
2023-01-12 05:00:00,193.9802503423724,4.602047433830842,5,3,1,12,0,0,0.9659258262890683,0.25881904510252074,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,203.440637651966,201.03746794686768,217.18977110063148,226.61901145788565
2023-01-12 06:00:00,191.4292684246478,11.154710992730962,6,3,1,12,0,1,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,193.9802503423724,231.84415920293188,227.39360396687727,224.93505767545716
2023-01-12 07:00:00,273.0733525199684,-3.2309662084968114,7,3,1,12,0,1,0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,191.4292684246478,265.89442868184614,244.33398826966663,225.23417950204558
2023-01-12 08:00:00,229.94098375497046,9.764163308175183,8,3,1,12,0,1,0.8660254037844387,-0.4999999999999998,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,273.0733525199684,226.71609957277536,264.15048453236244,225.3685496763037
2023-01-12 09:00:00,250.96739539313944,3.99950985249832,9,3,1,12,0,1,0.7071067811865476,-0.7071067811865475,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,229.94098375497046,264.56615347863556,266.91484850684594,224.8019347560747
2023-01-12 10:00:00,289.35325542104147,-0.95919870783937,10,3,1,12,0,0,0.49999999999999994,-0.8660254037844387,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,250.96739539313944,300.2374924078222,236.49722859644663,224.3484248816255
2023-01-12 11:00:00,253.18604643536133,6.258861918716739,11,3,1,12,0,0,0.258819045102521,-0.9659258262890682,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,289.35325542104147,225.04455086870232,249.22251159959896,225.52098719690298
2023-01-12 12:00:00,247.16152665937133,4.943643025267735,12,3,1,12,0,0,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,253.18604643536133,196.13561307260957,247.09068292501593,227.64706692968468
